,kata,sentimen
3318,halo mohon maaf atas nyaman kece tangan lebih lanjut sila keluh kamu lalu menu bantu help aplikasi gojek kamu terima kasih sm,0
3319,wowww,0
3320,gojekindonesia promonya macet saya gak dapet promo,0
3321,betul,0
3322,,0
3323,hai kak dari findaya partner gojek tangan pylater apabila kakak ingin paylater bagai metode bayar kakak ganti cara manual metode bayar jadi gopay tunai saat laku mesan tks ran,0
3324,tiap jalan butuh usaha harus bayar guna gopay mudah tiap jalan dios siap dukung ekspansi gojek di pasar internasional gojekinaja gojekindonesia,0
3325,gomana nih gojekindonesia,0
3326,https twitter com tanyarl status s,0
3327,gojekindonesia,0
3328,halo mohon maaf atas nyaman kece tangan lebih lanjut sila keluh kamu lalu menu bantu help aplikasi gojek kamu terima kasih sm,0
3329,gojekindonesia grabid,0
3330,hai harap waspada hadap tindak tipu mengatasnamakan gojek anda tdk beri kode verifikasi siapa minta info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks jhn,0
3331,hai millati dapat bantu cek mohon info no hp email yg daftar lalu dm tks feb,0
3332,gojekindonesia,0
3333,gojekindonesia dear admin dihub nomer kata hadiah undi wkwkwkwk pic twitter com qlimwwdiv,0
3334,astagaaaa kan kalo makan nunggu lama driver nya juga konfirm kan mb sih lapor makan gak sampek terus gin tolong lah gojekindonesia jangan main suspend alas pihak ajaa,0
3335,lapo seh,0
3336,sekali aja gojekindonesia kasih abgnya buka pabrik boba,0
3337,klo lanjur beri kode dampak buruk apa min,0
3338,halo perihal aju refund transaksi online saran utk laku konfirmasi lebih ya pihak merchant kait terima kasih sm,0
3339,hai harap waspada hadap tindak tipu mengatasnamakan gojek anda tdk beri kode verifikasi siapa minta info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks jhn,0
3340,gojekindonesia mohon bantu tegur mitra ini perlu disuspend cukup bantu tegur agar ulang rokok kemudi motor abu rokok buang sembarang kena mata yang betul belakang,0
3341,pic twitter com wtrgsbsh,0
3342,hai emilia di informasi nomor lapor lalu dm terima kasih yni,0
3343,gojekindonesia cuma dpt cashback pdhl tmpt saya makan promo payday pic twitter com pvllusnd,0
3344,hai dapat proses lebih lanjut sila informasi nomor telepon email daftar tipe handphone versi ios os screenshoot kendala via dm tks jhn,0
3345,nama shamsubahrin ismail viral bagai media massa indonesia kait nyata kena gojekindonesia usaha malaysia milik gudang alam antara bisnis terna sapi halal ecommerce hingga pernah libat kasus hukum https katadata co id berita bostaksimalaysiarivalgojekberbisnisternakhinggaecommerce,0
3346,hai bara maaf atas kendala sebut dapat bantu cek mohon info no hp email yg daftar lalu dm tks feb,0
3347,cek dm min,0
3348,pais ianbins,0
3349,depan belok kiri bang gojekindonesia grabid pic twitter com hhuijenmgr,0
3350,gojekindonesia voucher semangat merdeka ilang pdhl msh voucher exp agustus tlp cs gojek org omong ga bs ubah sbnrnya apa sih ksh promo customer lebih budget yak jd ambil voucher org sblm masa exp,0
3351,aplikasi gojekindonesia kenapa sering banget force close sih huhu malah pernah order terus gak bales chat abang padahal pakai versi baru akhir udah antre merchant terus mau bayar eh appsnya gak mau ngebuka,0
3352,jadi goodbye gojekindonesia,0
3353,karna yg jual jasa cuy gojekindonesia gojekjam https twitter com lambe ojol status,0
3354,min respon dm dong yg direspon dikacangin,0
3355,yah kalau malaysia negara kaya takut bisnis taxinya ilang orang kaya kan ga mau pake gojek jadi ga usah ribet mikirin miskin kaya kalo ga laku gojek yg rugi kalo laku yah siap siap yg rasa punya usaha taxi kaya bakal gulung tikar,0
3356,hai proses tangan lebih lanjut sila kirim email customerservice gojek com guna alamat email yg daftar akun gojek ya terima kasih feb,0
3357,kaya gitu kan takut realitanya kek gin nih say turis bayar mahal iya g min gojekindonesia http www transonlinewatch com turisindonesiaseringjadikorbantaksiargokudadimalaysia,0
3358,kalo grab malaysia masa gojekindonesia malayisa ga mana letak adil kalo malaysia kaya ngapain pake ojol segala macem,0
3359,takit kalah saing emang gitu say http www transonlinewatch com turisindonesiaseringjadikorbantaksiargokudadimalaysia,0
3360,arti simpul bukan akun sakit ato akun gacor gojekindonesia benah cara kasih order ato orang it nya ga paham gps,0
3361,tarik promo diskon guardian products beli sebut emang udah diskon kata mbak kalo bayar pake gopay dpt tambah cashback lah kenapa saya cuma dpt cashback rb dr total belanja rb gojekindonesia term conditions bagaimana pic twitter com nckvcsinm,0
3362,seluruh duta besar ngo rekam perintah om jokowi pelanting buat mhs papua keok lari sembunyi kaltim sumaui kwarnas gojekindonesia supirpete grabid radiogefm ess geronimofm cassanovabali gajahmadafm pramborsjogja pramborssby pramborssolo https twitter com smara status,0
3363,ngeblank i think,0
3364,dasar halu gojekindonesia pic twitter com bqtwljkh,0
3365,cc syech wagimandeep,0
3366,gojekindonesia dulu punya omset atribut gratis tisss sekarang milik omset m cash hari malah jual atribut rebranding aneh bin ajaib ada yg salah dgn mindset rindugojekdulu stopcicilanatribut,0
3367,kalo orang kaya yg kaya gin baru w salut kalo jabat yg kaya gin baru w salut w biasa hidup susah jadi ngerasain susah nya hidup kaya gimana jadi lihat yg kaya gitu buat orang susah kaya w miris kaya lihat diri cermin w bantu mampu w g usah bawa nama,0
3368,gojekindonesia kasih order rata jangan biar tunggu jam buat dapetin order yg kalian kasih tunggu berat gojekindonesia lah,0
3369,gojekindonesia min biaya parkir driver ga diberatin customer aja sih kan cuma paling,0
3370,goride sama grab bike asli lbh mending grab bike mitra drivernya ga banyak alesan gojekindonesia grabid,0
3371,gojekindonesia bantu up,0
3372,gojekindonesia siang min top up go pay masuk masuk saldo apakah,0
3373,aku sepakat ni kalau gin krn kalau kendara sibuk main hp konsetrasi pecah bisa jadi celaka celaka yg faktaojol gojekindonesia lambe ojol https twitter com grace ayudia status,0
3374,permisi tokopedia tokopediacare gojekindonesia gojekjam error gimana saya rasa tak pesan barang apa tokped pakai gosend sy notif nya x udh tny org rumah jg gk ada yg beli brg mohon cek via invoice bs makasih pic twitter com tbmzqmde,0
3375,gojekindonesia ingin nyak lapor masalah sdh ikutin misi kali tp ngak apa tlg info tksh,0
3376,kan dah bilang gak beli shopee bahkan akun gak toh pula lokasi mana itu lokasi apotek gak tau mana,0
3377,wkwk frontal yak benar gue barusan check googlemaps titik sama hasil beda gimana tuh min gojekindonesia hihi,0
3378,,0
3379,harus dukung dong pindah ibu kota aku apresiasi gojekindonesia kena pindah ibu kota bagus kok nyata,0
3380,hai mohon maaf atas ketidaknyamanannya layan gosend via shopee sila laku konfirmasi pihak shopee lebih di support shopee co id dapat proses lebih lanjut tks jhn,0
3381,hai amalia maaf atas kendala sebut bisa info nomor order yg kendala terima kasih feb,0
3382,urung niat buat ngasih tip driver gojekindonesia krn sotoy bin ngedumel kerja tuh hrs ikhlas dong ah,0
3383,pic twitter com hvuceeuxg,0
3384,saya dm min,0
3385,sila coba dm tks feb,0
3386,gojekindonesia barusan dpt sms kata pesan barang padahal gak pesan apa punya akun akses online shopnya aja gak dan kata gosend audah di lokasi yg gak tau mana ini nomernya,0
3387,hai perihal sebut sila informasi nomor telepon email daftar via dm lampir halaman pesan ya juga laku kece ada order yang tidak sadar laku tks jhn,0
3388,adu aja boss gmap asli sama gmap versi lo menang banyak lo biar naik haji duit ngibulin rute org,0
3389,bakuljktovo aja yok,0
3390,iya miskin iya iya negara mu kaya iyaa kaya ko suka maling si ups batik rendang menolaklupa,0
3391,beberapa orang malaysia tolak masuk gojekindonesia negeri jiran alas indonesia miskin usak masa depan mayoritas bukan islam gojek untuk orang miskin jakarta thailand kamboja https m viva co id amp berita bisnis gojekdiproteshabishabisandimalaysiakokgrabademayemsaja pic twitter com ymoczbx,0
3392,nggonku ewu yak,0
3393,nih gojekindonesia error gimana wong boboan asik nonton video itzy tiba telpon sama orang mara kata gw order gocar tp bisa hubungin,0
3394,kalo ga sms terus masuk sms nomer yg emang nelpon pesan kosong terus aku tetep bilang kalo ga dapet sms terus masuk sms uang aku tetep bilang kalo ga di matiin deh orang ngotot gitu pic twitter com ayesqhgof,0
3395,hati gaeees driver ojol gojekindonesia harus sering memberitahukan para driver lebih hati ada peristiwa ini gojekindonesia gojekjam faktaojol ojekonline https twitter com ojol gibah status,0
3396,gojekindonesia https tinyurl com vocsemangatmerdeka knp voucher ex agustus uda gas di akun ini bgm sih,0
3397,gak kirim dm akun gojek min,0
3398,hai perihal sebut sila informasi nomor telepon email yang daftar via dm tks jhn,0
3399,terus beberapa minggu yg lalu tbtb dapet telpon ngakunya gojekindonesia bilang aku dapet vocer belanja terus suruh cek sms bener sms gojek aku yakin kalo nipu terusbaku bilang gada sms terud orang ngotot udah sms x terus aku tetep bilang,0
3400,gojekindonesia min ambil jaket gojek mana,0
3401,halo gojekindonesia gagal upgrade gopay kendala upload foto id card yg selalu tolak padahal id card bilang jelas dapat baca mohon solusi,0
3402,hai harap waspada hadap tindak tipu mengatasnamakan gojek anda tdk beri kode verifikasi siapa minta info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks jhn,0
3403,kok tanya nya potong nya gak sesuai sama nominal voucher pic twitter com cpvwopgyn,0
3404,gojekindonesia min kenapa padahal gak pernah laku aktivitas wajar pic twitter com dwrufokcy,0
3405,tidak pake plat kuning utk mobil tumpang umum kemenhub ojekplatkuning gojekindonesia https news detik com read soalwacanapenandabebasganjilgenaptaksionlineaniesikutipermenhub,0
3406,,0
3407,gojekindonesia siang min mohon maaf account a n shoffan saifullah blok mohon jelas bagaimana cara aktif,0
3408,hai sila cek syarat tentu voucher sebut aplikasi terima kasih yni,0
3409,gojekindonesia tanggap nya min,0
3410,gojekindonesia saya mau cek gobox bisa koneksi internet nggk masalah tp muncul gin pic twitter com bzdjbdkm,0
3411,mana nih maren koar teriak tolak gojekindonesia masuk malaysia datuakrajoangek ojol gibah gojekjam forumojol http www transonlinewatch com gointernasionalpengamatekonomigojekmilikimanfaatbesaruntukmalaysia,0
3412,gojekindonesia min topup saldo lewat atm mandiri tidak masuk mohon info,0
3413,hai harap waspada hadap tindak tipu mengatasnamakan gojek anda tdk beri kode verifikasi siapa minta info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks jhn,0
3414,gojekindonesia program rebranding sukses atribut baru pakai dlm operasional sy usul dlm distribusi atribut baru hendak laku dgn tukar atribut lama jaket dgn yg baru krn jalan banyak mitra yg sdh milik h lm baru tp m,0
3415,gojekindonesia info no baru telp mengatasnamakan gojek beri hadiah sbsr jt minta no pin yg dikirmkan lewat sms mohin bantu lacak tingkat aman aplikasi gojek,0
3416,gojekindonesia,0
3417,min cuma potong ribu voucher nya ribu gojekindonesia pic twitter com sdhlbjfpv,0
3418,keinget mesen spice bitte kfcindonesia lewat aplikasi gojekindonesia abis hampir aja mesen float mocca mcdonalds wkwkwkwk https twitter com kfcindonesia status,0
3419,iya emang mau cuma masalah uang gopaynya mau tarik,0
3420,hai stefan harap waspada hadap tindak tipu mengatasnamakan gojek anda tdk beri kode verifikasi siapa minta info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks jhn,0
3421,halo gojekindonesia barusan telpon lalu nomer kata dapat gopay juta nanya bank jawab masukin kalau langsung gak perlu nanya bank saya jawab nada tinggi say respon gak enak kan mau nipu tahu domyaji,0
3422,gojekindonesia hi gojek mau tanya ni tntng paylater br coba paylater transaksi pertama pakek paylater agustus kok d suruh bayar paylaterny sblm september bukanny jangka pembayaranny satu bulan,0
3423,mba sahnaz cepet sembuh,0
3424,ganti grab aja ganti,0
3425,gojekindonesia seluruh dunia banyak usaha rela bayar mahal utk space iklan dgn komunitas yg besar knp gojek buat jaket helm atribut polos lalu jual dgn harga komersial kpd mitra knp tdk selip iklan pd atribut lalu membagikanny,0
3426,hai amel kami informasi saat layan gobox dapat pes sesuai hari mana mes tks jhn,0
3427,hai zuhrina di informasi nomor tlp email lalu dm terima kasih yni,0
3428,iiji share bu,0
3429,siang gojek mau report nomor tidak kenal aku gojek saya udh sadar gaya bahasa klau tipu bilang kirim gopay besar juta rupiah pin yg kirim lewat sms gk pikir panjang lsg matiin telpon gojekindonesia gojektech pic twitter com cjzjahnjs,0
3430,hai mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut lampir screenshoot promo yg guna tks jhn,0
3431,baik mel sama kaya,0
3432,hai kak baik kak akan segera laku kece tks krn,0
3433,haalllooo gojekindonesia kok ga jawab percuma aja nukerin gopoints ga dituker voucher faedah sekali mau tuker malah begini,0
3434,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks jhn,0
3435,,0
3436,yah sama dahal mo nitip aku,0
3437,voucher semangat merdeka tiba hilang sdh email sdh tlf call center tp tdk tanggap bagaimana,0
3438,gojekindonesia p for punten mohon notice,0
3439,gojekindonesia min mau nanya klo mau pesan gobox pakai bsok pes hari,0
3440,gojekindonesia kok mental jd gk bs upgrade nih device redmi note pic twitter com sixqnivv,0
3441,gaada gopay,0
3442,tolak gojekindonesia kata indonesia negara miskin apakah datuk shamsubahrin ismail tak kaca negara datuk negara miskin pic twitter com rqxlexxc,0
3443,,0
3444,cek gofood gojekindonesia,0
3445,cakep bang,0
3446,hehehe maklum bang anak baru gampang diboongin,0
3447,mungkin,0
3448,insyaallah aamiin,0
3449,gopay ganggu gak sih ngisi saldo gopay ga nambah terus transaksi isi gopay nya hasil kok gojekindonesia gopayindonesia,0
3450,gojekindonesia grabid siang kaaa sekarang depok jatiasih ga lagi order shopeeid bukalapak,0
3451,ada promonya,0
3452,hai tommy kami informasi voucher sebut milik batas beli maksimal tks jhn,0
3453,duh ga tau itu berapa banyak orang indonesia ke malaysia jadi turis miskin lu kate,0
3454,heee apa syarat,0
3455,asinansayurdanrujakjuhi siap teman makan siang mu tak perlu anjak meja kantor tinggal searching gojekindonesia nama asin sayur rujak juhi blok m si buhun jadi cinta mu https www instagram com p bveagnmp igshid fdmmgdrwg,0
3456,jokowi hitung hari gojekindonesia bukan jadi milik indonesia asing,0
3457,hati modus baru curi akun cc kejo online sibalakasadut yogojekyo gojekindonesia kalau mau foto kasi aja sim tolak aja kasi identitas pribadi pic twitter com drnwxg,0
3458,kakak biar makin komplit jangan lupa lengkap kopi janjijiwaid yg order pake go food gojekindonesia yaaaaa,0
3459,kak ngebeleng apa si sebenernya,0
3460,isi pulsa k bayar cuma k thanks dana gojekindonesia pic twitter com khggggkx,0
3461,hmmm interesting insight from engineering team to handle such massive volume but do users need that many push notifications tho especially when recently my phone is bombarded with unnecessary and irrelevant push notif promotions from gojekindonesia app,0
3462,gitu bang arti emang gw aja diboongin temen gw kali hehe,0
3463,aamiin,0
3464,halo gojekindonesia promo gopay payday cashback guna paylater gimana,0
3465,as a unicorn business in indonesia how does gojekindonesia s how take rate compare with similar providers i always ask drivers if they feel they are making a fair wage uber and lyft take a lot more from drivers than they say https jalopnik com uberandlyfttakealotmorefromdriversthantheysa utm medium sharefromsite utm source jalopnik twitter utm campaign sharebar via jalopnik,0
3466,oke di dm,0
3467,ga kalau hp hilang nomor ikut hilang ga aktif cara ganti nomor tanpa ke kantor jadi tetap ke kantor,0
3468,tips jitu biar enggak ogah nariknya dear driver ojol gojekindonesia gojekjam gizayeolsung https twitter com faktaojol status,0
